a_____s	40906	0.01736159
i_____s	34116	0.01447974
e_____s	34081	0.01446488
o_____s	32360	0.01373444
r_____s	28288	0.01200618
e_____e	25755	0.01093111
t_____s	22416	0.00951395
r_____e	22161	0.00940572
a_____e	21235	0.0090127
o_____e	20995	0.00891084
n_____s	20945	0.00888962
e_____i	20573	0.00873173
o_____i	20235	0.00858827
l_____s	20088	0.00852588
s_____s	19762	0.00838752
r_____i	18520	0.00786038
a_____i	18244	0.00774324
i_____e	18084	0.00767533
c_____s	17301	0.007343
n_____e	17026	0.00722629
e_____n	16384	0.00695381
i_____n	15750	0.00668472
i_____i	15634	0.00663549
o_____a	15527	0.00659007
a_____a	15508	0.00658201
s_____e	15416	0.00654296
t_____e	15199	0.00645086
e_____t	15042	0.00638422
s_____i	14904	0.00632565
e_____a	14747	0.00625902
n_____i	14563	0.00618092
c_____e	14319	0.00607736
r_____a	14174	0.00601582
u_____s	14167	0.00601285
p_____s	14088	0.00597932
r_____n	14067	0.00597041
a_____n	13989	0.0059373
u_____e	13770	0.00584435
o_____t	13519	0.00573782
o_____n	13449	0.00570811
a_____t	13143	0.00557824
t_____i	12899	0.00547468
r_____t	12673	0.00537876
p_____i	12637	0.00536348
p_____e	12627	0.00535923
m_____s	12499	0.00530491
c_____i	12395	0.00526077
a_____'	12282	0.00521281
l_____e	12200	0.005178
h_____s	12028	0.005105
a_____l	11916	0.00505747
n_____a	11915	0.00505704
e_____r	11658	0.00494797
e_____l	11618	0.00493099
n_____t	11507	0.00488388
n_____n	11124	0.00472132
s_____n	11060	0.00469416
e_____'	10973	0.00465723
d_____s	10942	0.00464408
c_____a	10752	0.00456343
i_____a	10741	0.00455877
i_____t	10331	0.00438475
o_____l	10303	0.00437287
e_____o	10227	0.00434061
t_____t	9982	0.00423663
b_____s	9924	0.00421201
o_____'	9877	0.00419206
o_____o	9783	0.00415217
c_____t	9781	0.00415132
r_____'	9780	0.00415089
u_____i	9712	0.00412203
r_____r	9707	0.00411991
a_____o	9583	0.00406728
s_____t	9493	0.00402908
s_____a	9469	0.0040189
r_____l	9446	0.00400913
r_____o	9306	0.00394971
t_____a	9208	0.00390812
c_____n	9162	0.0038886
m_____e	9142	0.00388011
a_____r	9107	0.00386525
t_____n	8952	0.00379947
p_____a	8950	0.00379862
o_____r	8941	0.0037948
m_____i	8938	0.00379352
l_____i	8756	0.00371628
i_____'	8605	0.00365219
s_____r	8468	0.00359404
p_____t	8457	0.00358938
g_____s	8457	0.00358938
